Date,Source,Site ID,POC,Daily Max 8-hour Ozone Concentration,Units,Daily AQI Value,Local Site Name,Daily Obs Count,Percent Complete,AQS Parameter Code,AQS Parameter Description,Method Code,CBSA Code,CBSA Name,State FIPS Code,State,County FIPS Code,County,Site Latitude,Site Longitude
06/17/2021,AQS,60731016,1,0.034,ppm,31,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/18/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/19/2021,AQS,60731016,1,0.04,ppm,37,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/20/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/21/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/22/2021,AQS,60731016,1,0.035,ppm,32,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/23/2021,AQS,60731016,1,0.031,ppm,29,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/24/2021,AQS,60731016,1,0.032,ppm,30,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/25/2021,AQS,60731016,1,0.037,ppm,34,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/26/2021,AQS,60731016,1,0.037,ppm,34,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/27/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/28/2021,AQS,60731016,1,0.037,ppm,34,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/29/2021,AQS,60731016,1,0.03,ppm,28,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
06/30/2021,AQS,60731016,1,0.035,ppm,32,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/01/2021,AQS,60731016,1,0.039,ppm,36,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/02/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/03/2021,AQS,60731016,1,0.045,ppm,42,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/04/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/05/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/06/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/07/2021,AQS,60731016,1,0.047,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/09/2021,AQS,60731016,1,0.039,ppm,36,San Diego - Kearny Villa Rd.,16,94.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/10/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/11/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/12/2021,AQS,60731016,1,0.037,ppm,34,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/13/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/14/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/15/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/17/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/18/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/19/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/20/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,16,94.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/21/2021,AQS,60731016,1,0.035,ppm,32,San Diego - Kearny Villa Rd.,16,94.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/22/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/23/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/24/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/25/2021,AQS,60731016,1,0.039,ppm,36,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/26/2021,AQS,60731016,1,0.029,ppm,27,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/27/2021,AQS,60731016,1,0.045,ppm,42,San Diego - Kearny Villa Rd.,16,94.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/28/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,15,88.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/29/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/30/2021,AQS,60731016,1,0.04,ppm,37,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
07/31/2021,AQS,60731016,1,0.048,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/01/2021,AQS,60731016,1,0.047,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/02/2021,AQS,60731016,1,0.054,ppm,50,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/03/2021,AQS,60731016,1,0.045,ppm,42,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/04/2021,AQS,60731016,1,0.04,ppm,37,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/05/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/06/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/07/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/08/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/09/2021,AQS,60731016,1,0.043,ppm,40,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/10/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/11/2021,AQS,60731016,1,0.048,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/12/2021,AQS,60731016,1,0.05,ppm,46,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/13/2021,AQS,60731016,1,0.032,ppm,30,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/14/2021,AQS,60731016,1,0.036,ppm,33,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/15/2021,AQS,60731016,1,0.036,ppm,33,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/16/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/17/2021,AQS,60731016,1,0.032,ppm,30,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/18/2021,AQS,60731016,1,0.031,ppm,29,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/19/2021,AQS,60731016,1,0.033,ppm,31,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/20/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/21/2021,AQS,60731016,1,0.053,ppm,49,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/22/2021,AQS,60731016,1,0.051,ppm,47,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/23/2021,AQS,60731016,1,0.053,ppm,49,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/24/2021,AQS,60731016,1,0.056,ppm,54,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/25/2021,AQS,60731016,1,0.058,ppm,61,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/26/2021,AQS,60731016,1,0.063,ppm,77,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/27/2021,AQS,60731016,1,0.048,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/28/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/29/2021,AQS,60731016,1,0.054,ppm,50,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/30/2021,AQS,60731016,1,0.047,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
08/31/2021,AQS,60731016,1,0.047,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/01/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/02/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/03/2021,AQS,60731016,1,0.054,ppm,50,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/04/2021,AQS,60731016,1,0.071,ppm,101,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/05/2021,AQS,60731016,1,0.057,ppm,58,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/06/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/08/2021,AQS,60731016,1,0.047,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/09/2021,AQS,60731016,1,0.055,ppm,51,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/10/2021,AQS,60731016,1,0.05,ppm,46,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/11/2021,AQS,60731016,1,0.051,ppm,47,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/12/2021,AQS,60731016,1,0.043,ppm,40,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/13/2021,AQS,60731016,1,0.045,ppm,42,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/14/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/15/2021,AQS,60731016,1,0.05,ppm,46,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/16/2021,AQS,60731016,1,0.051,ppm,47,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/17/2021,AQS,60731016,1,0.05,ppm,46,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/18/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/19/2021,AQS,60731016,1,0.043,ppm,40,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/20/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/21/2021,AQS,60731016,1,0.061,ppm,71,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/22/2021,AQS,60731016,1,0.051,ppm,47,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/23/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/24/2021,AQS,60731016,1,0.039,ppm,36,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/25/2021,AQS,60731016,1,0.043,ppm,40,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/26/2021,AQS,60731016,1,0.037,ppm,34,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/27/2021,AQS,60731016,1,0.036,ppm,33,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/28/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/29/2021,AQS,60731016,1,0.046,ppm,43,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
09/30/2021,AQS,60731016,1,0.066,ppm,87,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/01/2021,AQS,60731016,1,0.061,ppm,71,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/02/2021,AQS,60731016,1,0.063,ppm,77,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/03/2021,AQS,60731016,1,0.066,ppm,87,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/04/2021,AQS,60731016,1,0.057,ppm,58,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/05/2021,AQS,60731016,1,0.048,ppm,44,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/06/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/07/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/08/2021,AQS,60731016,1,0.033,ppm,31,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/09/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/10/2021,AQS,60731016,1,0.055,ppm,51,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/11/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/12/2021,AQS,60731016,1,0.045,ppm,42,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/13/2021,AQS,60731016,1,0.053,ppm,49,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/14/2021,AQS,60731016,1,0.059,ppm,64,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/15/2021,AQS,60731016,1,0.049,ppm,45,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/16/2021,AQS,60731016,1,0.053,ppm,49,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/17/2021,AQS,60731016,1,0.055,ppm,51,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/18/2021,AQS,60731016,1,0.041,ppm,38,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/19/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/20/2021,AQS,60731016,1,0.051,ppm,47,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/21/2021,AQS,60731016,1,0.051,ppm,47,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/22/2021,AQS,60731016,1,0.042,ppm,39,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/23/2021,AQS,60731016,1,0.04,ppm,37,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/24/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/25/2021,AQS,60731016,1,0.038,ppm,35,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/26/2021,AQS,60731016,1,0.043,ppm,40,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
10/27/2021,AQS,60731016,1,0.044,ppm,41,San Diego - Kearny Villa Rd.,17,100.0,44201,Ozone,47.0,41740,"San Diego-Carlsbad, CA",6,California,73,San Diego,32.8457090008602,-117.123964
